week,week_label,week_start,week_end,title,authors,abstract,published,source,journal,volume,issue,relevance_score,matched_keywords,url,pmid,doi
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Hemispheric asymmetry of tau pathology is related to asymmetric amyloid deposition in Alzheimer's Disease.,"Toomas Erik Anijärv, Rik Ossenkoppele, Ruben Smith...","The distribution of tau pathology in Alzheimer's disease (AD) shows remarkable inter-individual heterogeneity, including hemispheric asymmetry. However, the factors driving this asymmetry remain poorly understood. Here we explore whether tau asymmetry is linked to i) reduced inter-hemispheric brain connectivity (potentially restricting tau spread), or ii) asymmetry in amyloid-beta (Aβ) distribution (indicating greater hemisphere-specific vulnerability to AD pathology). We include 452 participants from the Swedish BioFINDER-2 cohort with evidence of both Aβ pathology (CSF Aβ42/40 or neocortical Aβ-PET) and tau pathology (temporal tau-PET), categorising them as left asymmetric (n = 102), symmetric (n = 306), or right asymmetric (n = 44) based on temporal lobe tau-PET uptake distribution. We assess edge-wise inter-hemispheric functional (RSfMRI; n = 318) and structural connectivity (dMRI; n = 352) but find no association between tau asymmetry and connectivity. In contrast, we observe a strong association between tau and Aβ laterality patterns based on PET uptake (n = 233; β = 0.632, p < 0.001), which we replicate in three independent cohorts (n = 234; β = 0.535, p < 0.001). In a longitudinal Aβ-positive sample, we show that baseline Aβ asymmetry predicts progression of tau laterality over time (n = 289; β = 0.025, p = 0.028). These findings suggest that tau asymmetry is not associated with a weaker inter-hemispheric connectivity but might reflect hemispheric differences in vulnerability to Aβ pathology, underscoring the role of regional vulnerability in determining the distribution of AD pathology.",2025-09-05,PubMed,Nature communications,16,1,11.2,"Alzheimer's disease, PET, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40913038/,40913038,10.1038/s41467-025-63564-2
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Structural covariance analysis for neurodegenerative and neuroinflammatory brain disorders.,"Neus Mongay-Ochoa, Gabriel Gonzalez-Escamilla, Vinzenz Fleischer...","Structural MRI can robustly assess brain tissue alterations related to neurological diseases and ageing. Traditional morphological MRI metrics, such as cortical volume and thickness, only partially relate to functional impairment and disease trajectories at the individual level. Emerging research has increasingly focused on reconstructing interregional meso- and macro-structural relationships in the brain by analysing covarying morphometric patterns. These patterns suggest that structural variations in specific brain regions tend to covary with deviations in other regions across individuals, a phenomenon termed structural covariance. This concept reflects the idea that physiological and pathological processes follow an anatomically defined spreading pattern. Advanced computational strategies, particularly those within the graph-theoretical framework, yield quantifiable properties at both the whole-brain and regional levels, which correlate more closely with the clinical state or cognitive performance than classical atrophy patterns. This review highlights cutting-edge methods for evaluating morphometric covariance networks on an individual basis, with a focus on their utility in characterizing ageing, central nervous system inflammation and neurodegeneration. Specifically, these methods hold significant potential for quantifying structural alterations in patients with Alzheimer's disease, Parkinson's disease, frontotemporal dementia and multiple sclerosis. By capturing the distinctive morphometric organization of each individual's brain, structural covariance network analyses allow the tracking and prediction of pathology progression and clinical outcomes, information that can be integrated into clinical decision-making and used as variables in clinical trials. Furthermore, by investigating distinct and cross-diagnostic patterns of structural covariance, these approaches offer insights into shared mechanistic processes critical to understanding severe neurological disorders and their therapeutic implications. Such advancements pave the way for more precise diagnostic tools and targeted therapeutic strategies.",2025-09-03,PubMed,Brain : a journal of neurology,148,9,8.4,"Alzheimer's disease, MRI, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40376847/,40376847,10.1093/brain/awaf151
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Preclinical dementia rating scores are associated with plasma phosphorylated tau-217.,"Qi Huang, Erin M Jonaitis, Rachel L Studer...","Simple screening tools are critical for assessing Alzheimer's disease (AD)-related pre-dementia changes. This study investigated longitudinal scores from the Quick Dementia Rating System (QDRS), a brief study partner-reported measure, in relation to baseline levels of the AD biomarker plasma pTau217 in individuals unimpaired at baseline.",2025-01-01,PubMed,"Alzheimer's & dementia (Amsterdam, Netherlands)",17,3,8.3,"Alzheimer's disease, dementia, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40927740/,40927740,10.1002/dad2.70179
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Neuropathologic correlates of distinct plasma biomarker profiles in community-living older adults.,"Lei Yu, Lianlian Du, Tianhao Wang...","There has been a rapid growth in research on peripheral fluid biomarkers for Alzheimer's disease (AD) and AD-related dementias, because they are non-invasive, relatively inexpensive and easily accessible. The most commonly used plasma biomarkers include amyloid-β (Aβ), phosphorylated tau (p-tau), neurofilament light chain (NfL) and glial fibrillary acidic protein (GFAP). The extent to which distinct profiles of multiple plasma biomarkers correlate with common neuropathologies is unclear. Using clinicopathologic data from 405 community-dwelling older adults, we applied latent profile analysis to four plasma biomarkers, i.e. Aβ42/40 ratio, p-tau217, NfL and GFAP, and examined the correlates of the latent profiles with four degeneration measures: AD, Lewy bodies, limbic-predominant age-related TDP-43 encephalopathy (LATE) and hippocampal sclerosis; and five vascular measures: chronic macroscopic infarcts, microinfarcts, cerebral amyloid angiopathy, atherosclerosis and arteriosclerosis. On average, participants died at the age of 89, and blood samples for plasma biomarkers were measured 3.9 years before death. Over 75% were female, and 24% were non-Latino Black. We observed three distinct biomarker profiles. Profile 1, characterized by low p-tau217, low GFAP, low NfL and high Aβ42/40, represented most participants (55.6%), with better than average biomarker levels. Both Profile 2 and Profile 3 showed worse than average biomarker levels. Profile 2, representing 34.8% of the participants, was high in p-tau217 and GFAP. In contrast, Profile 3, representing 9.6% of the participants, was high in NfL and GFAP. Examination of neuropathologic correlates of these plasma biomarker profiles revealed that Profile 2 exemplifies older adults with a high burden of neurodegeneration; almost all participants (92.9%) in Profile 2 had a diagnosis of pathologic AD, and the group also had the highest percentage of participants with Lewy bodies (41.1%). In comparison, Profile 3 exemplifies older adults with more severe vascular conditions; participants in this group had the highest percentage of macroscopic infarcts (31.6%) and moderate or severe atherosclerosis (42.1%). Together, these findings suggest that common plasma biomarkers may exhibit profiles reflective of distinct pathophysiologic processes.",2025-09-03,PubMed,Brain : a journal of neurology,148,9,7.9,"Alzheimer's disease, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40465828/,40465828,10.1093/brain/awaf211
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,TauGenNet: Plasma-Driven Tau PET Image Synthesis via Text-Guided 3D Diffusion Models,"Yuxin Gong, Se-in Jang, Wei Shao...","Accurate quantification of tau pathology via tau positron emission tomography (PET) scan is crucial for diagnosing and monitoring Alzheimer's disease (AD). However, the high cost and limited availability of tau PET restrict its widespread use. In contrast, structural magnetic resonance imaging (MRI) and plasma-based biomarkers provide non-invasive and widely available complementary information related to brain anatomy and disease progression. In this work, we propose a text-guided 3D diffusion model for 3D tau PET image synthesis, leveraging multimodal conditions from both structural MRI and plasma measurement. Specifically, the textual prompt is from the plasma p-tau217 measurement, which is a key indicator of AD progression, while MRI provides anatomical structure constraints. The proposed framework is trained and evaluated using clinical AV1451 tau PET data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database. Experimental results demonstrate that our approach can generate realistic, clinically meaningful 3D tau PET across a range of disease stages. The proposed framework can help perform tau PET data augmentation under different settings, provide a non-invasive, cost-effective alternative for visualizing tau pathology, and support the simulation of disease progression under varying plasma biomarker levels and cognitive conditions.",2025-09-04,Arxiv,,,,7.6,"Alzheimer's disease, PET, MRI, tau, plasma, brain",https://arxiv.org/abs/2509.04269v1,,
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,The Role of Blood-Based Biomarkers in Transforming Alzheimer's Disease Research and Clinical Management: A Review.,"Vera Pacoova Dal Maschio, Fausto Roveta, Lucrezia Bonino...","Alzheimer's disease (AD) is a progressive neurodegenerative condition representing the most common cause of dementia and currently affects millions of people worldwide. The clinical presentation includes memory impairment, cognitive decline, and neuropsychiatric symptoms, reflecting pathological hallmarks such as β-amyloid (Aβ) plaques, neurofibrillary tangles, synaptic dysfunction, and neuroinflammation. Despite being the gold standard for detecting amyloid and tau pathologies in vivo, cerebrospinal fluid (CSF) biomarkers and positron emission tomography (PET) imaging are not widely used in the clinical setting because of invasiveness, high costs, and restricted accessibility. Recent advances in blood-based biomarkers offer a promising and minimally invasive tool for early detection, diagnosis, and monitoring of AD. Ultra-sensitive analytical platforms, including single-molecule arrays (Simoa) and immunoprecipitation-mass spectrometry, now enable reliable quantification of plasma Aβ isoforms, phosphorylated tau variants (p-Tau181, p-Tau217, p-Tau231), neurofilament light chain (NfL) and glial fibrillary acidic protein (GFAP). In addition, blood biomarkers reflecting oxidative stress, neuroinflammation, synaptic disruption and metabolic dysfunction are under active investigation. This narrative review synthesizes current evidence on blood-based biomarkers in AD, emphasizing their biological relevance, diagnostic accuracy, and clinical applications. Finally, we highlight forthcoming challenges, such as standardization, and future directions, including the use of artificial intelligence in precision medicine.",2025-09-03,PubMed,International journal of molecular sciences,26,17,6.7,"Alzheimer's disease, PET, dementia, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40943483/,40943483,10.3390/ijms26178564
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Potential diagnostic markers in Alzheimer's disease: current perspectives and future directions.,"Menghan Zheng, Simiao Wang, Jianping Jia","Alzheimer's disease (AD), the most common form of dementia, remains a leading neurodegenerative disorder that necessitates the development of diagnostic markers. While current cerebrospinal fluid (CSF) and positron emission tomography (PET) biomarkers facilitate diagnostic accuracy, their invasive and pricey nature limits widespread application. Blood-based biomarkers, such as plasma Aβ42/40 and phosphorylated tau isoforms, are emerging as accessible alternatives. Biomarkers reflecting neurodegeneration (e.g. neurofilament light chain, brain-derived tau) and neuroinflammation (e.g. glial fibrillary acidic protein, TSPO-PET) provide additional insights into disease progression. Novel approaches - including exosomal and Aβ seeds biomarkers, omics techniques, and retinal imaging - further broaden the diagnostic landscape. Despite the promising perspectives, challenges remain in validity and utility. This review highlights recent advances of AD diagnostic markers, evaluates their clinical potential and limitations, and outlines future directions guided by the Geneva five-phase roadmap. The ultimate aim is to facilitate earlier detection and timely intervention of this burdensome disorder.",2025-09-05,PubMed,Neurodegenerative disease management,,,6.7,"Alzheimer's disease, PET, dementia, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40911035/,40911035,10.1080/17582024.2025.2554515
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Predicting White Matter Hyperintensity: Leveraging Portable MRI for Accessible Brain Health Screening.,"Ian P Johnson, Hailey Brigger, Joel Smith...","Portable MRI (pMRI) has emerged as a cost-effective and accessible tool for the identification of white matter hyperintensities (WMH), an independent risk factor for stroke and dementia. Our objective was to confirm that pMRI can produce accurate WMH measurements and to develop and validate a risk model to predict WMH on pMRI for the purpose of identifying patients who may benefit from pMRI screening.",2025-09-02,PubMed,AJNR. American journal of neuroradiology,46,9,6.699999999999999,"MRI, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40081846/,40081846,10.3174/ajnr.A8734
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Arteriosclerosis in the heart-brain axis and Alzheimer's disease plasma markers in the Rotterdam Study.,"Anna M Streiber, Julia Neitzel, Amber Yaqub...","BackgroundArteriosclerosis in the heart-brain axis has emerged as an important area of study in Alzheimer's disease (AD) dementia research. While previous research primarily focused on structural brain changes, the relationship between arteriosclerosis and blood-based markers for AD dementia remains understudied.ObjectiveTo comprehensively assess arteriosclerosis in the heart-brain axis and investigate its link to AD dementia plasma markers.MethodsAnalyses are based on 2238 community-dwelling elderly from the population-based Rotterdam Study (52% female, mean age 69.5 ± 6.8 years) who underwent a non-contrast CT scan to quantify arteriosclerosis in the heart-brain axis. Coronary artery calcification, aortic arch calcification, extracranial carotid artery calcification, intracranial carotid artery calcification, and vertebrobasilar artery calcification were measured as proxies for arteriosclerosis. Participants had available total tau, neurofilament light chain (NfL), and amyloid-β (Aβ",2025-09-03,PubMed,Journal of Alzheimer's disease : JAD,,,6.6,"Alzheimer's disease, dementia, amyloid, tau, plasma, brain",https://pubmed.ncbi.nlm.nih.gov/40899946/,40899946,10.1177/13872877251372641
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Temporal Modeling of Amyloid and Tau Trajectories in Alzheimer's Disease using PET and Plasma Biomarkers.,"Christopher A Brown, Katheryn A Q Cousins, Magdalena Korecka...",To compare PET and plasma-based temporal modeling of amyloid and tau biomarkers in Alzheimer's disease.,2025-09-07,PubMed,medRxiv : the preprint server for health sciences,,,6.5,"Alzheimer's disease, PET, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40950425/,40950425,10.1101/2025.09.04.25334935
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Quantitative susceptibility mapping reveals differences between subtypes of Lewy body dementia.,"Rohan Bhome, George E C Thomas, Naomi Hannaway...","Dementia with Lewy bodies (DLB) and Parkinson's disease dementia (PDD) are subtypes of Lewy body dementia, and are considered two ends of a disease spectrum. However, conventional MRI neuroimaging, mainly focussed on grey matter volume and thickness, has failed to establish whether underlying processes differ between them. Understanding these differences could enable targeted and subtype-specific treatments to be developed. We applied quantitative susceptibility mapping (QSM), an advanced neuroimaging technique sensitive to tissue iron, to examine differences in tissue composition between these Lewy body dementia subtypes. We performed both voxel-wise and region of interest analyses to compare QSM values in 66 people with Lewy body dementia (45 DLB; 21 PDD); 86 people with Parkinson's disease with normal cognition (PD-NC) and 37 healthy controls. We also assessed relationships between QSM values and measures of both cognitive performance and overall disease severity in people with Lewy body dementia. We found that people with Lewy body dementia had higher QSM values in widespread brain regions, compared with cognitively-normal people with PD; and that people with PDD had higher QSM values across many brain regions, compared with people with DLB. Further, we showed a positive relationship between QSM values and overall disease severity, measured using the Movement Disorders Society Unified Parkinson's disease Rating Scale in people with Lewy body dementia, in right thalamus, left pallidum, bilateral substantia nigra, bilateral middle frontal, temporal and lateral occipital lobes, right precentral and superior frontal cortices. In a region of interest analysis, we showed that people with PDD had higher QSM values than cognitively-normal people with PD and controls in the substantia nigra pars reticulata. Our findings indicate neurobiological differences between subtypes of Lewy body dementia, that can be detected by exploiting QSM's sensitivity to tissue composition. Based on this, DLB and PDD could be considered as distinct conditions in the clinic and in clinical trials, and may respond to different treatments. Our finding that QSM values relate to real world measures of overall disease severity in Lewy body dementia indicates its potential as an imaging biomarker for clinical trials of Lewy body dementia interventions.",2025-09-04,PubMed,Brain : a journal of neurology,,,6.5,"MRI, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40904193/,40904193,10.1093/brain/awaf325
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,"Sleep, pericyte subtypes and cognitive decline in adults with and without Alzheimer's disease.","Mahnoor Hamid, Trishna Saha Detroja, Shreejoy J Tripathy...","Sleep fragmentation is common in older adults and is associated with cognitive impairment and dementia, as well as key histopathological correlates of dementia, including small vessel disease and cerebral infarcts. Vascular and blood-brain barrier dysfunction are thought to contribute to cognitive decline and dementia. Pericytes, a key vascular cell type, may play a key role. In model organisms, sleep disruption is associated with pericyte dysfunction and blood-brain barrier breakdown. Recent advances in single-nucleus RNA sequencing (snRNAseq) technology have identified two transcriptionally distinct subtypes of pericytes: extracellular matrix protein-expressing M-pericytes and solute carrier-expressing T-pericytes. However, the relationship between sleep, pericyte biology and cognition in humans remains unclear. We tested the hypothesis that differences in the composition of brain pericyte subpopulations, as inferred from marker gene expression, may link sleep fragmentation and cognitive decline. We leveraged two published human brain snRNAseq datasets to identify specific marker genes for M- and T-type pericytes. We then used post-mortem bulk RNAseq data from the dorsolateral prefrontal cortex (n = 1092) and lateral orbitofrontal cortex (n = 495) to quantify expression of these marker genes in older adults in two longitudinal cohort studies: the Religious Orders Study and Rush Memory and Aging Project. We derived trajectories of global cognitive function from participants' ante-mortem annual cognitive assessments, while sleep fragmentation was derived from ante-mortem wrist-actigraphy recordings from a subset of 572 participants. We used multivariate linear regression to relate pericyte marker gene expression to sleep fragmentation and cognitive decline in the decade preceding death. In the dorsolateral prefrontal cortex, greater average sleep fragmentation was associated with greater expression of M-pericyte marker genes [estimate = +3.65 × 10-1, standard error (SE) = 1.61 × 10-1, P = 0.024] but not T-pericyte marker genes. Dorsolateral prefrontal cortex expression of M-pericyte (estimate = -8.30 × 10-3, SE = 3.37 × 10-3, P = 0.014) but not T-pericyte marker genes was associated with more rapid cognitive decline in the 10 years prior to death. In the lateral orbitofrontal cortex, greater sleep fragmentation was also associated with greater composite M-pericyte gene expression (estimate = + 4.48 × 10-1, SE = 1.92 × 10-1, P = 0.02), which in turn was associated with faster cognitive decline in the decade preceding death (estimate = -1.30 × 10-2, SE = 4.55 × 10-3, P = 0.0044). These findings identify a potential role of M-pericytes in linking sleep fragmentation and cognitive trajectories in older adults. Additionally, our findings highlight the importance of vascular mechanisms in linking disrupted sleep to dementia.",2025-09-03,PubMed,Brain : a journal of neurology,148,9,6.0,"Alzheimer's disease, dementia, brain",https://pubmed.ncbi.nlm.nih.gov/40657931/,40657931,10.1093/brain/awaf161
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Structural Compression and Entorhinal Vulnerability: Linking Tentorial Adjacency to Tau Burden and Dementia Progression.,"Luyue Zhang, Ana M Franceschi, John F Crary...","Alzheimer's disease (AD) is a growing public health crisis. The disease is defined neuropathologically by accumulation of amyloid-β plaques and neurofibrillary tangles (NFTs) composed of abnormal tau protein in the brain. Early neurofibrillary degeneration in the entorhinal cortex (EC) is a hallmark of AD and a critical initiating event in the hierarchical pathoanatomical progression. However, the factors triggering initial tau deposition in the EC remain unclear. We propose a novel biomechanical cascade hypothesis, positing that the unique anatomical inferomedial positioning of the EC, including proximity to the tentorial incisura (TI) and other skull base structures, renders it susceptible to very mild yet persistent age-related mechanical stress, analogous to the effects of repetitive mild traumatic brain injury, triggering tau pathology. To test this hypothesis, we developed a method to quantify Entorhinal-Tentorial (EC-TI) proximity and applied it to multimodal imaging data from the Alzheimer's Disease Neuroimaging Initiative (ADNI;",2025-09-04,PubMed,bioRxiv : the preprint server for biology,,,5.4,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40950115/,40950115,10.1101/2025.09.02.670249
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Exploring LRP-1 in the liver-brain axis: implications for Alzheimer's disease.,Vivek Kumar Sharma,"Alzheimer's disease (AD) is the most common, complex, and untreatable form of dementia which is characterized by severe cognitive, motor, neuropsychiatric, and behavioural impairments. These symptoms severely reduce the quality of life for patients and impose a significant burden on caregivers. The existing therapies offer only symptomatic relief without addressing the underlying silent pathological progression. This therapeutic gap has catalysed interest in alternative pathological pathways, particularly the dysregulation of amyloid-beta (Aβ) homeostasis and associated metabolic dysfunctions. Traditionally viewed as a central nervous system (CNS) disorder, AD is now increasingly understood to involve peripheral organs, notably the liver, which plays a pivotal role in the regulation of systemic and cerebral homeostasis. Emerging evidence highlights the liver's involvement in the clearance of Aβ, as well as in the modulation of oxidative stress, brain energy metabolism, insulin resistance, microtubule dynamics, and neuroinflammation, the key features of AD pathogenesis. Among the hepatic factors implicated, low-density lipoprotein receptor-related protein-1 (LRP-1) is of particular interest. LRP-1 facilitates peripheral Aβ clearance and is also expressed abundantly in key brain regions such as the entorhinal cortex, hippocampus, and cerebellum. Beyond neurons, LRP-1 is localized in activated astrocytes, microglia, and various elements of the neurovascular unit, including brain endothelial cells, vascular smooth muscle cells, pericytes, and the choroid plexus-highlighting its critical role at the blood-brain barrier (BBB). Activation of hepatic LRP-1 has been shown to attenuate key neuropathological processes in AD, including oxidative stress, insulin resistance, tau pathology, neuroinflammation, and apoptosis. These effects not only improve short-term neuronal resilience but also contribute to long-term neuroprotection. Taken together, these findings underscore the significance of the liver-brain axis, positioning hepatic LRP-1 as a central mediator of AD pathology. This review aims to explore the multifaceted role of hepatic LRP-1 in AD progression and proposes it as a novel therapeutic strategy to combat AD.",2025-09-08,PubMed,Molecular biology reports,52,1,5.4,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40924220/,40924220,10.1007/s11033-025-10980-8
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Prediction of cognitive decline and Alzheimer's disease conversion by a plasma biomarker panel in non-demented individuals.,"Min-Koo Park, Jinhyun Ahn, Jin-Muk Lim...","Alzheimer's disease (AD) represents a growing global health burden, underscoring the urgent need for reliable diagnostic and prognostic biomarkers. Although several disease-modifying treatments have recently become available, their effects remain limited, as they primarily delay rather than halt disease progression. Thus, the early and accurate identification of individuals at elevated risk for conversion to AD dementia is crucial to maximize the effectiveness of these therapies and to facilitate timely intervention strategies. Baseline plasma concentrations of amyloid beta 40 (Aβ40), amyloid beta 42 (Aβ42), glial fibrillary acidic protein (GFAP), neurofilament light chain (NFL), and tau phosphorylated at residue 181 and 217 (pTau181, pTau217) were quantified in 233 non-demented participants from the Alzheimer's Disease Neuroimaging Initiative (ADNI) and followed for up to 11 years. Covariates included demographic variables and neuropsychological measures. Longitudinal cognitive trajectories were modelled with linear mixed-effects models (LMM), and the risk of progression to AD dementia was evaluated with logistic regression and Cox proportional-hazards analyses. Longitudinally, higher baseline plasma levels of GFAP, NFL, pTau181, and pTau217 independently predicted steeper cognitive decline. Cross-sectional analyses demonstrated significant associations of pTau217, pTau181, and Aβ42 with baseline memory impairment. A logistic regression model incorporating five plasma biomarkers-Aβ42, GFAP, NFL, pTau181, and pTau217-demonstrated robust predictive accuracy for discrimination of future converters to AD dementia. The addition of demographic variables and a baseline memory score further improved model specificity and positive predictive value. These findings support the utility of a concise plasma biomarker panel comprising Aβ42, GFAP, NFL, pTau181, and pTau217 for predicting both longitudinal cognitive deterioration and conversion to AD dementia. This less-invasive blood-based panel could serve as a practical triage tool to enrich clinical trials and facilitate timely therapeutic interventions with emerging disease-modifying treatments.",2025-09-06,PubMed,GeroScience,,,5.4,"Alzheimer's disease, dementia, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40914747/,40914747,10.1007/s11357-025-01869-2
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,LRP1 at the crossroads of Parkinson's and Alzheimer's: Divergent roles in α-synuclein and amyloid pathology.,"Sultan M Alshahrani, Hayder M Al-Kuraishy, Ali I Al-Gareeb...","Parkinson's disease (PD) is the second most common neurodegenerative disease that represents the commonest movement disorder in the elderly population. PD neuropathology is due to the progressive deposition of mutant alpha synuclein (α-Syn) in the dopaminergic neurons (DNs) of the substantia nigra pars compacta (SNpc). Additionally, amyloid protein (Aβ) and tau protein, which are the hallmarks of Alzheimer's disease (AD), are also involved in PD and the development of PD-related dementia. Notably, α-Syn, Aβ, tau protein, and neuronal cholesterol metabolism are regulated by a transmembrane protein, low-density lipoprotein receptor-related protein 1 (LRP1), which is highly expressed in the SNpc and mediates the transmission and seeding of α-Syn in the brain. It has been reported that deletion of the LRP1 gene protects against the development and progression of PD. However, LRP1 has a neuroprotective effect against AD neuropathology by improving Aβ clearance across the blood-brain barrier (BBB) and enhancing tau protein proteolysis. Nevertheless, the exact role of LRP1 in PD neuropathology, mostly about α-Syn, is not completely explained. Therefore, this review aims to discuss and explain the role of LRP1 in PD and how targeting neuronal LRP1 may be helpful in the management of PD. In this review, online databases were involved by searching Scopus, Web of Science, and other search engine to detect the relationship between the expression of LRP1 and the pathogenesis of PD.",2025-09-05,PubMed,European journal of pharmacology,1002,,5.2,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40484331/,40484331,10.1016/j.ejphar.2025.177830
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Optineurin deficiency disrupts phosphorylated tau proteostasis and clusterin expression in human neurons.,"Zachary M Augur, Garrett M Fogo, Mason R Arbery...","Optineurin (OPTN) is an autophagy adaptor protein involved in selective autophagy, including aggrephagy and mitophagy. Pathogenic mutations in OPTN have also been linked to amyotrophic lateral sclerosis, frontotemporal dementia, and glaucoma, supporting its role in the etiology of neurodegenerative diseases. Despite its established biological roles, knowledge about its potential contribution to Alzheimer's disease (AD) pathology and neuronal functioning is lacking. AD is characterized by the accumulation of extracellular amyloid-β plaques and intracellular phosphorylated tau (pTau) tangles, with dysfunction in the autophagy-lysosomal pathway exacerbating tau pathology and impairing proteostasis. To investigate the role of OPTN in neuronal proteostasis and AD, we utilized induced pluripotent stem cell-derived neuron (iN) and astrocyte (iA) models. Analyses revealed a significant negative correlation between OPTN and specific pTau epitopes in neurons, as well as a decrease in OPTN protein abundance in brain tissues of individuals with AD. Given these findings, we generated OPTN knockout (KO), heterozygous, and wildtype iNs and iAs using CRISPR/Cas9 editing of iPSCs in two genetic backgrounds. Loss of OPTN in iNs increased specific pTau proteoforms without substantially affecting autophagy processes or mitochondrial respiration. Despite no clear effect on mitochondrial function, several mitochondrial proteins, including OXCT1, were enriched in an unbiased analysis of the OPTN interactome in iNs, as well as proteins involved in intracellular trafficking. Proteomic analyses further identified intracellular clusterin, an AD risk gene, as significantly upregulated in OPTN KO iNs, suggesting OPTN may influence its intracellular processing. Our model system demonstrates modest roles for OPTN in certain neuronal biological processes and potential implications for AD pathogenesis. These findings also suggest that OPTN may exhibit functional redundancy with other autophagy adaptor proteins in human neurons, leading to relatively mild phenotypic changes with complete loss of OPTN.",2025-09-02,PubMed,Acta neuropathologica communications,13,1,5.2,"Alzheimer's disease, dementia, amyloid, tau, brain",https://pubmed.ncbi.nlm.nih.gov/40898372/,40898372,10.1186/s40478-025-02103-y
week_2,Week 2 (2025-09-02 to 2025-09-08),2025-09-02 00:00:00,2025-09-08 00:00:00,Diagnostic performance of Alzheimer's disease blood and CSF biomarkers in a Brazilian cohort with low educational attainment.,"Wyllians Vendramini Borelli, Pamela C L Ferreira, Wagner S Brum...","Blood-based biomarkers (BBMs) have emerged as promising tools to enhance Alzheimer's disease (AD) diagnosis. Despite two-thirds of dementia cases occurring in the Global South, research on BBMs has predominantly focused on populations from the Global North. This geographical disparity hinders our understanding of BBM performance in diverse populations. To address this, we evaluated the diagnostic properties of AD BBMs in a real-world memory clinic from Brazil, one of the largest countries in the Global South. We measured blood and cerebrospinal fluid (CSF) biomarkers - amyloid-β (Aβ)40, Aβ42, phosphorylated tau (p-tau) 217, neurofilament light (NfL) chain, and glial fibrillary acidic protein (GFAP) - in 59 individuals. Sample comprised 20 cognitively unimpaired (CU) individuals, 22 with AD dementia, and 17 with vascular dementia (VaD). We compared BBM levels across diagnostic groups and assessed their discriminative ability for AD. Notably, individuals with VaD and AD had lower educational levels (6.8 ± 3.0) compared to CU individuals (17.3 ± 6.9). Among the BBMs tested, plasma p-tau217 demonstrated the best performance, exhibiting high accuracy in differentiating CU from AD (AUC 0.96) and Aβ pathology (AUC 0.98). However, the ability of AD BBMs to distinguish between AD and VaD was lower than expected (AUC from 0.52-0.79), particularly when compared to studies from the Global North. Our findings highlight the potential utility of BBMs for AD diagnosis in real-world settings within Brazil. However, they also underscore the need for proper implementation and validation of these biomarkers within these populations to ensure accurate and reliable results.",2025-09-08,PubMed,Molecular psychiatry,,,5.2,"Alzheimer's disease, dementia, amyloid, tau, plasma",https://pubmed.ncbi.nlm.nih.gov/40921793/,40921793,10.1038/s41380-025-03192-w
